,Location,Total sqft,price,bedrooms
2894,Mazgaon,660,15000000.0,1.0
2895,Lower Parel,1473,39900000.0,2.0
2896,Mazgaon,550,14500000.0,1.0
2897,other,1277,45000000.0,2.0
2898,Seawoods,1300,29000000.0,3.0
2899,Seawoods,1200,26000000.0,3.0
2900,Seawoods,1500,31000000.0,3.0
2901,Seawoods,1050,21000000.0,2.0
2902,Kharghar,1555,17800000.0,2.0
2903,Koper Khairane,600,5600000.0,1.0
2904,Ghansoli,1200,19000000.0,2.0
2905,Ghansoli,650,8300000.0,1.0
2906,Koper Khairane,1000,10500000.0,2.0
2907,Koper Khairane,650,6800000.0,1.0
2908,Dahisar Navi mumbai,1200,3500000.0,2.0
2909,Kandivali East,400,5800000.0,1.0
2910,Mulund East,810,19700000.0,2.0
2911,Mulund East,1146,27599999.999999996,3.0
2912,Mulund East,977,23500000.0,3.0
2913,Mulund East,750,17700000.0,2.0
2914,Bhandup West,465,9700000.0,1.0
2915,Bhandup West,630,13000000.0,2.0
2916,Naigaon East,621,4200000.0,1.0
2917,Naigaon East,1040,5200000.0,2.0
2918,Naigaon East,621,4200000.0,1.0
2919,Naigaon East,621,4100000.0,1.0
2920,Naigaon East,620,4000000.0,1.0
2921,Naigaon East,1030,5500000.0,2.0
2922,Naigaon East,1025,5400000.0,2.0
2923,Naigaon East,1020,5300000.0,2.0
2924,Naigaon East,655,3850000.0,1.0
2925,Naigaon East,655,3800000.0,1.0
2926,Naigaon East,625,3750000.0,1.0
2927,Naigaon East,650,3650000.0,1.0
2928,Mazgaon,524,13500000.0,1.0
2929,Bhayandar East,750,8600000.0,1.0
2930,Bhayandar East,750,7800000.0,1.0
2931,Mira Road East,1550,14400000.0,3.0
2932,Mira Road East,1550,13899999.999999998,3.0
2933,Mira Road East,1550,13700000.000000002,3.0
2934,Mira Road East,1550,13500000.0,3.0
2935,Mira Road East,990,11399999.999999998,2.0
2936,Mira Road East,990,11000000.0,2.0
2937,Mira Road East,990,10000000.0,2.0
2938,Mira Road East,715,7300000.0,1.0
2939,Mira Road East,715,7000000.0,1.0
2940,Mira Road East,1450,17000000.0,3.0
2941,Mira Road East,1450,16500000.0,3.0
2942,Mira Road East,1450,16000000.0,3.0
2943,Mira Road East,1024,12500000.0,2.0
2944,Kandivali East,940,9600000.0,2.0
2945,Bandra Kurla Complex,1175,43500000.0,3.0
2946,Bandra Kurla Complex,971,35900000.0,3.0
2947,Bandra Kurla Complex,1027,38000000.0,3.0
2948,Bandra Kurla Complex,861,31900000.0,2.0
2949,Bandra Kurla Complex,795,29400000.0,2.0
2950,Bandra Kurla Complex,1034,38200000.0,3.0
2951,Bandra Kurla Complex,965,35700000.0,2.0
2952,Bandra Kurla Complex,854,31600000.0,2.0
2953,Bandra Kurla Complex,853,31600000.0,2.0
2954,Bandra Kurla Complex,1145,42300000.00000001,3.0
2955,Bandra Kurla Complex,986,36500000.0,3.0
2956,Bandra Kurla Complex,857,31700000.0,2.0
2957,Bandra Kurla Complex,845,31200000.0,2.0
2958,Bhandup West,324,6100000.0,1.0
2959,Bhandup West,313,6800000.0,1.0
2960,Bhandup West,302,6600000.0,1.0
2961,Bhandup West,311,6800000.0,1.0
2962,Panvel,650,2300000.0,1.0
2963,Airoli,550,6550000.0,1.0
2964,Airoli,950,17200000.0,2.0
2965,Airoli,950,16900000.0,2.0
2966,Airoli,850,9200000.0,2.0
2967,Naigaon East,527,2741000.0,1.0
2968,Naigaon East,512,2770000.0,1.0
2969,Naigaon East,525,2776000.0,1.0
2970,Naigaon East,519,2785000.0,1.0
2971,Naigaon East,503,2735000.0,1.0
2972,Naigaon East,686,3925000.0,1.0
2973,Naigaon East,695,3978000.0,1.0
2974,Naigaon East,696,3995000.0000000005,1.0
2975,Naigaon East,678,3850000.0,1.0
2976,Naigaon East,692,3926000.0,1.0
2977,Naigaon East,673,3900000.0,1.0
2978,Naigaon East,679,3910000.0,1.0
2979,Thane West,1425,31500000.0,3.0
2980,Naigaon East,673,3900000.0,1.0
2981,Naigaon East,679,3910000.0,1.0
2982,Thane West,1425,31500000.0,3.0
2983,Kandivali East,1050,23500000.0,2.0
2984,Kandivali East,1050,23200000.0,2.0
2985,Thane West,1425,32000000.0,3.0
2986,Kandivali East,1425,31700000.0,3.0
2987,Naigaon East,1000,4992000.0,2.0
2988,Naigaon East,954,4836000.0,2.0
2989,Kandivali East,1425,32000000.0,3.0
2990,Kandivali East,930,17000000.0,2.0
2991,Kandivali East,1425,32500000.0,3.0
2992,Naigaon East,677,3325000.0,1.0
2993,Kandivali East,650,11500000.0,1.0
2994,Naigaon East,678,3352000.0000000005,1.0
2995,Naigaon East,685,3300000.0,1.0
2996,Kandivali East,600,9300000.0,1.0
2997,Kandivali East,600,9350000.0,1.0
2998,Kandivali East,1425,31000000.0,3.0
2999,Kandivali East,930,17500000.0,2.0
3000,Kandivali East,930,18000000.0,2.0
3001,Naigaon East,719,3777000.0000000005,1.0
3002,Kandivali East,1050,23000000.0,2.0
3003,Kandivali East,1300,23900000.0,3.0
3004,Kandivali East,930,18500000.0,2.0
3005,Kandivali East,600,9250000.0,1.0
3006,Kandivali East,930,16700000.0,2.0
3007,Kandivali East,1300,24200000.0,3.0
3008,Kandivali East,1300,25000000.0,3.0
3009,Naigaon East,948,4851000.0,2.0
3010,Kandivali East,930,16900000.0,2.0
3011,Kandivali East,930,17100000.0,2.0
3012,Kandivali East,930,17300000.0,2.0
3013,Kandivali East,600,9200000.0,1.0
3014,Kandivali East,650,11000000.0,1.0
3015,Kandivali East,650,7100000.0,1.0
3016,Kandivali East,787,10800000.0,2.0
3017,Kandivali East,787,10800000.0,2.0
3018,Kandivali East,787,10600000.0,2.0
3019,Kandivali East,787,10800000.0,2.0
3020,Kandivali East,940,9250000.0,2.0
3021,Kandivali East,787,10700000.0,2.0
3022,Kandivali East,940,9000000.0,2.0
3023,Vasai,679,3510000.0,1.0
3024,Vasai,718,3519000.0,1.0
3025,Vasai,709,3608000.0,1.0
3026,Vasai,718,3611000.0,1.0
3027,Vasai,700,3585000.0,1.0
3028,Kandivali East,650,8000000.0,1.0
3029,Kandivali East,768,12800000.0,2.0
3030,Kandivali East,768,12600000.0,2.0
3031,Naigaon East,1245,6690000.000000001,3.0
3032,Kandivali East,650,12500000.0,1.0
3033,Vasai,717,3824000.0,1.0
3034,Kandivali East,850,13700000.000000002,2.0
3035,Vasai,735,3600000.0,1.0
3036,Kandivali East,650,7900000.0,1.0
3037,Vasai,728,3609000.0000000005,1.0
3038,Vasai,730,3611000.0,1.0
3039,Vasai,719,3752000.0000000005,1.0
3040,Vasai,705,3756000.0,1.0
3041,Vasai,709,3761999.9999999995,1.0
3042,Naigaon East,700,3322999.9999999995,1.0
3043,Naigaon East,1010,4952000.0,2.0
3044,Naigaon East,1015,4895000.0,2.0
3045,Naigaon East,1018,4978000.0,2.0
3046,Kandivali East,700,10700000.0,2.0
3047,Naigaon East,1285,6911000.0,3.0
3048,Kandivali East,1003,17000000.0,3.0
3049,Vasai,717,3503000.0,1.0
3050,Kandivali East,1003,17200000.0,3.0
3051,Kandivali East,1003,17300000.0,3.0
3052,Vasai,711,3774000.0,1.0
3053,Vasai,705,3778000.0,1.0
3054,Thane West,1180,11800000.0,2.0
3055,Vasai,719,3784000.0000000005,1.0
3056,Thane West,1175,11800000.0,2.0
3057,Vasai,735,3801000.0,1.0
3058,Thane West,1190,12200000.0,2.0
3059,Thane West,1765,19900000.0,3.0
3060,Vasai,728,3501000.0,1.0
3061,Vasai,711,3502000.0000000005,1.0
3062,Naigaon East,534,3314000.0,1.0
3063,Vasai,713,3506000.0,1.0
3064,Naigaon East,535,3322999.9999999995,1.0
3065,Naigaon East,546,3297999.9999999995,1.0
3066,Vasai,1078,5213000.0,2.0
3067,Vasai,1075,5211000.0,2.0
3068,Vasai,1031,5219000.0,2.0
3069,Vasai,789,3561000.0,1.0
3070,Thane West,775,7300000.0,1.0
3071,Vasai,1085,5190000.0,2.0
3072,Thane West,1474,17500000.0,3.0
3073,Thane West,778,7350000.0,1.0
3074,Thane West,1205,12100000.0,2.0
3075,Bhiwandi,585,2047000.0,1.0
3076,Airoli,950,11000000.0,2.0
3077,Nahur East,1244,28500000.0,3.0
3078,Nahur East,884,20099999.999999996,2.0
3079,Nahur East,1086,24100000.0,3.0
3080,Nahur East,828,17900000.0,2.0
3081,Mulund West,1015,23500000.0,3.0
3082,Bhandup West,623,12800000.0,2.0
3083,Bhandup West,481,9800000.0,1.0
3084,Kalyan West,690,3950000.0,1.0
3085,Kalyan West,960,5200000.0,2.0
3086,Kalyan West,999,9200000.0,2.0
3087,Kalyan West,705,4500000.0,1.0
3088,Kalyan West,1000,7000000.0,2.0
3089,Kalyan West,640,4800000.0,1.0
3090,Kalyan West,650,3500000.0,1.0
3091,Airoli,550,7500000.0,1.0
3092,Jogeshwari West,518,9700000.0,1.0
3093,Kamothe,900,6000000.0,2.0
3094,Karjat,650,2300000.0,1.0
3095,Airoli,1050,23000000.0,1.0
3099,Byculla,1230,27500000.0,2.0
3100,Mazgaon,898,25000000.0,2.0
3101,Jogeshwari West,1130,18000000.0,2.0
3102,Byculla,750,13500000.0,1.0
3103,Prabhadevi,1897,67500000.0,3.0
3104,other,1720,70000000.0,3.0
3105,Mazgaon,1059,27500000.0,2.0
3106,Agripada,1200,40000000.0,2.0
3107,Kalyan West,690,3950000.0,1.0
3108,Kamothe,375,3800000.0,1.0
3109,Kalyan East,540,4550000.0,2.0
3110,Kalyan East,363,3097000.0,1.0
3111,Kalyan East,407,3204999.9999999995,1.0
3112,Kalyan East,394,3150000.0,1.0
3113,Kalyan East,387,3130000.0,1.0
3114,Karjat,426,1450000.0,1.0
3115,Karjat,610,2000000.0,1.0
3116,Airoli,950,11000000.0,2.0
3117,Koper Khairane,600,6500000.0,1.0
3118,Byculla,710,17500000.0,1.0
3119,Kalyan West,1000,6500000.0,2.0
3120,Jogeshwari West,530,10000000.0,1.0
3121,Jogeshwari West,950,20000000.0,2.0
3122,Jogeshwari West,525,9000000.0,1.0
3123,Virar,500,3500000.0,1.0
3124,Naigaon East,500,2650000.0,1.0
3125,Naigaon East,540,2998000.0,1.0
3126,Naigaon East,585,3500000.0,1.0
3127,Naigaon East,500,2600000.0,1.0
3128,Naigaon East,500,2600000.0,1.0
3129,Naigaon East,500,2600000.0,1.0
3130,Naigaon East,600,2850000.0,1.0
3131,Naigaon East,540,2999000.0,1.0
3132,Naigaon East,560,3000000.0,1.0
3133,Naigaon East,1000,5300000.0,2.0
3134,Naigaon East,560,3100000.0,1.0
3135,Bhiwandi,410,1680999.9999999998,1.0
3136,Ghansoli,1000,15500000.0,2.0
3137,Rabale,650,6000000.0,1.0
3138,Rabale,300,1700000.0,1.0
3139,Rabale,250,1500000.0,1.0
3140,Ghansoli,335,1675000.0,1.0
3141,Bhiwandi,395,1382000.0,1.0
3142,Bhiwandi,585,2047000.0,1.0
3144,Ghansoli,650,10800000.0,1.0
3145,Jogeshwari West,1203,35000000.0,3.0
3146,Bhiwandi,385,1578000.0,1.0
3147,Kalyan West,750,5200000.0,1.0
3148,Airoli,550,7700000.0,1.0
3151,Panvel,650,4800000.0,1.0
3152,Vichumbe,2000,12000000.0,3.0
3153,Bhiwandi,550,2255000.0,1.0
3154,other,760,25000000.0,2.0
3155,Bhiwandi,375,1537000.0,1.0
3156,Bhiwandi,545,2234000.0,1.0
3157,Bhiwandi,530,2173000.0,1.0
3158,Bhiwandi,365,1496000.0,1.0
3159,Vashi,600,10000000.0,1.0
3160,Dahisar,950,14300000.0,2.0
3161,Thane West,1000,14000000.0,2.0
3162,Thane West,1265,16000000.0,3.0
3163,Badlapur East,634,2300000.0,1.0
3165,Jogeshwari West,550,10800000.0,1.0
3166,Bhiwandi,650,2275000.0,2.0
3167,Bhiwandi,560,2296000.0,1.0
3168,Bhiwandi,560,2296000.0,1.0
3169,Bhiwandi,410,1680999.9999999998,1.0
3170,Bhiwandi,385,1578000.0,1.0
3171,Airoli,1050,17000000.0,2.0
3172,Kalyan West,990,5900000.0,2.0
3173,other,1037,6700000.0,3.0
3174,Dombivali,700,4490000.0,1.0
3175,Dombivli (West),622,4488000.0,1.0
3176,Dombivali,632,4392000.0,1.0
3177,Bhiwandi,375,1537000.0,1.0
3178,Naigaon East,600,2800000.0,1.0
3179,Bhiwandi,390,1599000.0,1.0
3180,Mira Road East,396,5512000.0,1.0
3181,Mira Road East,608,8410000.0,2.0
3182,Mira Road East,598,8390000.0,2.0
3183,Mira Road East,424,5860000.0,1.0
3184,Mira Road East,415,5748000.0,1.0
3185,Mira Road East,579,8365000.000000001,2.0
3188,Jogeshwari West,750,15000000.0,2.0
3189,Jogeshwari West,1000,16000000.0,2.0
3190,Jogeshwari West,650,13700000.000000002,2.0
3191,Bhiwandi,785,3218000.0,1.0
3192,Vichumbe,590,3200000.0,1.0
3193,Vichumbe,640,3500000.0,1.0
3194,Panvel,2100,27500000.0,4.0
3195,Kalyan West,750,4800000.0,1.0
3196,Andheri West,947,34100000.0,3.0
3197,Andheri West,659,23700000.0,2.0
3198,Andheri West,708,25400000.0,2.0
3199,Kalyan West,1465,10000000.0,3.0
3200,Kalyan West,870,5000000.0,2.0
3201,Kalyan West,1465,10000000.0,3.0
3202,Kalyan West,1150,8800000.0,2.0
3203,Kalyan West,1500,11000000.0,3.0
3204,Kalyan West,1205,9500000.0,3.0
3205,Jogeshwari West,900,20000000.0,2.0
3206,Jogeshwari West,600,10000000.0,1.0
3207,Naigaon East,500,2400000.0,1.0
3208,Naigaon East,500,3000000.0,1.0
3209,Naigaon East,630,3450000.0,2.0
3210,Naigaon East,500,2200000.0,1.0
3211,Naigaon East,540,2399000.0,1.0
3212,other,590,9000000.0,1.0
3213,Naigaon East,630,2700000.0,1.0
3214,Naigaon East,500,2400000.0,1.0
3215,Titwala,755,4250000.0,2.0
3216,Titwala,483,2850000.0,1.0
3217,Titwala,715,3750000.0,2.0
3218,Mira Road East,900,8500000.0,2.0
3219,Kanjurmarg,571,14000000.0,2.0
3220,Kanjurmarg,401,8500000.0,1.0
3221,Kanjurmarg,759,18200000.0,3.0
3222,Kalyan West,660,4150000.0,1.0
3223,Santacruz West,1100,7850000.0,2.0
3224,Kalyan West,1475,11500000.0,3.0
3225,Airoli,555,7500000.0,1.0
3226,Koper Khairane,1540,25800000.0,3.0
3227,Koper Khairane,1550,25500000.0,3.0
3228,Koper Khairane,1350,17800000.0,3.0
3229,Koper Khairane,1350,17900000.0,3.0
3230,Bhiwandi,365,1496000.0,1.0
3231,Naigaon East,600,3499000.0,1.0
3232,Kalyan West,750,5500000.0,1.0
3233,Kalyan West,680,5800000.0,1.0
3234,Kalyan West,999,9100000.0,2.0
3235,Kalyan West,1256,10000000.0,3.0
3236,Kalyan West,1750,9500000.0,2.0
3237,Kalyan West,950,6000000.0,2.0
3238,Bhiwandi,530,2173000.0,1.0
3239,Bhandup West,916,10100000.0,2.0
3240,Bhandup West,916,10000000.0,1.0
3241,Bhandup West,629,7200000.0,1.0
3242,Bhandup West,629,7100000.0,1.0
3243,Bhandup West,916,9900000.0,2.0
3244,Bhandup West,629,7200000.0,1.0
3245,Bhandup West,916,10000000.0,2.0
3246,Bhandup West,916,9900000.0,2.0
3247,Bhandup West,629,7100000.0,1.0
3248,Bhandup West,916,10100000.0,2.0
3249,Bhandup West,629,7500000.0,1.0
3250,Bhandup West,916,10200000.0,2.0
3251,Bhandup West,916,10000000.0,2.0
3252,Bhandup West,600,6900000.0,1.0
3254,Dombivali,676,4800000.0,2.0
3255,Nala Sopara,585,2760000.0,1.0
3256,Nala Sopara,585,2700000.0,1.0
3257,Nala Sopara,585,2770000.0,1.0
3258,Nala Sopara,630,3140000.0,1.0
3259,Nala Sopara,600,2860000.0,1.0
3260,Nala Sopara,550,2300000.0,1.0
3261,Nala Sopara,550,2400000.0,1.0
3262,Nala Sopara,585,2780000.0,1.0
3263,Naigaon East,600,3100000.0,1.0
3264,Naigaon East,550,2600000.0,1.0
3265,Kalyan West,860,5500000.0,2.0
3266,Koper Khairane,1050,16500000.0,2.0
3267,Jogeshwari West,550,12500000.0,1.0
3268,Jogeshwari West,500,11700000.0,1.0
3269,Jogeshwari West,1200,23300000.0,3.0
3270,Jogeshwari West,800,16000000.0,2.0
3271,Jogeshwari West,530,12000000.0,1.0
3272,Jogeshwari West,600,12600000.0,1.0
3273,Jogeshwari West,750,14600000.0,2.0
3274,Palghar,512,2307000.0,1.0
3275,Palghar,512,2307000.0,1.0
3276,Dombivali East,420,3000000.0,1.0
3277,Bhiwandi,420,2950000.0,1.0
3278,Bhiwandi,515,3600000.0,1.0
3279,Kalyan West,690,5500000.0,2.0
3280,Dombivali,912,5800000.0,2.0
3281,Dombivali,671,4300000.0,1.0
3282,Thakurli,645,4500000.0,1.0
3283,Kalyan West,690,5500000.0,2.0
3284,Kalyan West,690,4500000.0,1.0
3285,Bhiwandi,420,2950000.0,1.0
3286,Bhiwandi,515,3600000.0,1.0
3287,Thakurli,1068,8500000.0,3.0
3288,Thakurli,840,6800000.0,2.0
3289,Thakurli,645,5000000.0,1.0
3290,Thakurli,925,7500000.0,2.0
3291,Thakurli,660,5000000.0,1.0
3292,Dombivali East,520,2750000.0,1.0
3293,Dombivali,605,4400000.0,1.0
3294,Dombivali,685,5800000.0,1.0
3295,other,748,4600000.0,2.0
3296,other,1037,6500000.0,3.0
3297,Bhiwandi,670,2747000.0,2.0
3298,other,730,2950000.0,2.0
3299,Dombivali,677,5000000.0,2.0
3300,Thane West,1000,8500000.0,2.0
3301,Thane West,1000,14800000.0,2.0
3302,Thane West,1500,23000000.0,3.0
3303,Dombivali,500,4100000.0,1.0
3304,Dombivali,864,5000000.0,2.0
3305,Dombivali,747,4000000.0,2.0
3306,Dombivali,1500,11800000.0,3.0
3307,Dombivali,1360,9000000.0,2.0
3308,Dombivali,1098,6300000.0,3.0
3309,Dombivali,585,3300000.0,1.0
3310,Dombivali,1098,7100000.0,3.0
3311,Dombivali,909,5000000.0,2.0
3312,Dombivali,864,5800000.0,2.0
3313,Dombivali,864,5200000.0,2.0
3314,Kurla,383,8569000.0,1.0
3315,Kurla,454,10100000.0,1.0
3316,Kurla,629,14000000.0,2.0
3318,Kalyan West,1000,7200000.0,2.0
3319,Airoli,1500,28000000.0,3.0
3320,Koper Khairane,1110,11200000.000000002,2.0
3321,Koper Khairane,1125,13000000.0,2.0
3322,Vikhroli,630,8900000.0,1.0
3323,Thane West,669,8400000.0,1.0
3324,Koper Khairane,650,5800000.0,1.0
3325,Dombivali,700,5600000.0,2.0
3326,Koper Khairane,1000,9500000.0,2.0
3327,Dombivali,630,4500000.0,2.0
3328,Dombivali,648,3300000.0,1.0
3329,Dombivali,1098,6800000.0,3.0
3330,Dombivali,864,5800000.0,2.0
3331,Bhiwandi,900,4500000.0,2.0
3332,Bhiwandi,785,3375000.0,2.0
3333,Bhiwandi,760,3116000.0,2.0
3334,Virar,750,3600000.0,1.0
3335,other,650,3850000.0,1.0
3336,other,650,3850000.0,1.0
3337,Virar,600,3500000.0,1.0
3338,Bhiwandi,545,2234000.0,1.0
3339,Jogeshwari West,500,11000000.0,1.0
3340,Andheri West,800,8500000.0,2.0
3341,Dombivali,600,4500000.0,1.0
3342,Dombivali,1000,6000000.0,2.0
3343,Koper Khairane,1500,26500000.0,3.0
3344,Dombivali,528,4100000.0,1.0
3345,Bhiwandi,585,2398000.0,1.0
3346,Bhiwandi,560,2296000.0,1.0
3347,Bhiwandi,550,2255000.0,1.0
3348,Bhiwandi,410,1680999.9999999998,1.0
3349,Kalyan West,1060,8500000.0,2.0
3350,Kalyan West,1010,6500000.0,2.0
3351,Palghar,443,1992000.0000000002,1.0
3352,Palghar,443,1992000.0000000002,1.0
3353,Bhandup West,930,12700000.0,2.0
3354,Bhandup West,700,9800000.0,2.0
3355,Chembur,1190,19300000.0,2.0
3356,Chembur,877,14000000.0,2.0
3357,Ghatkopar East,650,11800000.0,2.0
3358,Vashi,650,11100000.000000002,1.0
3359,Ghatkopar East,700,11600000.0,2.0
3360,Vashi,650,11100000.000000002,1.0
3361,Ghatkopar East,700,11600000.0,2.0
3362,Ghatkopar East,920,15800000.0,2.0
3363,Ghatkopar East,600,10400000.0,1.0
3364,Kalyan West,830,3800000.0,2.0
3365,Kalyan West,590,2700000.0,1.0
3366,other,1256,10000000.0,3.0
3367,Kalyan West,700,4400000.0,1.0
3368,Kalyan West,1126,8100000.0,2.0
3369,Ulwe,675,3500000.0,1.0
3370,Ulwe,665,3500000.0,1.0
3371,Ulwe,695,4100000.0,1.0
3372,Ulwe,630,4544000.0,1.0
3373,Dombivali,864,4500000.0,2.0
3374,Thane West,1432,25000000.0,3.0
3375,Dombivali,594,3200000.0,1.0
3376,Dombivali,560,3300000.0,1.0
3377,Dombivali,1200,10000000.0,3.0
3378,Dombivali,900,6100000.0,2.0
3379,Dombivali,800,5800000.0,2.0
3380,Thane West,1432,25000000.0,3.0
3381,Thane West,1850,33000000.0,3.0
3382,Thane West,650,8700000.0,1.0
3383,other,1250,5500000.0,3.0
3384,Nahur East,1086,23100000.0,3.0
3385,Nahur East,828,17000000.0,2.0
3386,Nahur East,834,17200000.0,2.0
3387,Nahur East,1162,27599999.999999996,3.0
3388,Nahur East,844,18500000.0,2.0
3389,Nahur East,838,17500000.0,2.0
3390,Kalyan West,1120,9000000.0,2.0
3391,Kalyan West,1550,13300000.0,3.0
3392,Airoli,650,7800000.0,1.0
3393,Thane West,795,10000000.0,2.0
3394,other,589,7600000.0,1.0
3395,Thane West,483,6400000.0,1.0
3396,Thane West,927,11800000.0,2.0
3397,Dombivali East,595,3570000.0000000005,1.0
3398,Vichumbe,1000,5000000.0,2.0
3399,Agripada,3000,75000000.0,3.0
3400,Rasayani,690,2001000.0000000002,1.0
3401,Rasayani,950,2755000.0,2.0
3402,Rasayani,550,1595000.0,1.0
3403,Koper Khairane,650,7200000.0,1.0
3404,Dombivali,585,4490000.0,1.0
3405,Vasai,650,3600000.0,1.0
3406,Vasai,650,3600000.0,1.0
3407,Naigaon East,560,3200000.0,1.0
3408,Naigaon East,500,2750000.0,1.0
3409,Dombivali East,300,1650000.0,1.0
3410,Bhiwandi,605,2480000.0,1.0
3411,Bhiwandi,530,2173000.0,1.0
3412,Byculla,396,11000000.0,1.0
3413,Wadala,848,16800000.0,1.0
3414,other,577,13500000.0,1.0
3415,Andheri East,1292,18000000.0,2.0
3416,Agripada,1650,35000000.0,2.0
3417,Agripada,2062,42500000.0,3.0
3418,Byculla,990,25000000.0,2.0
3419,Byculla,750,13500000.0,1.0
3420,Byculla,1485,32500000.0,2.0
3421,Agripada,1080,19000000.0,2.0
3422,Agripada,1716,45000000.0,3.0
3423,Mazgaon,627,15500000.0,1.0
3424,Byculla,1485,32500000.0,2.0
3425,Agripada,1100,39000000.0,2.0
3426,Byculla,1050,25000000.0,2.0
3427,Wadala,2740,49000000.0,3.0
3428,Byculla,650,15000000.0,1.0
3429,Byculla,750,20000000.0,2.0
3430,Byculla,665,21000000.0,1.0
3431,Mazgaon,845,30000000.0,2.0
3432,Malad West,594,19500000.0,1.0
3433,Mazgaon,1142,33000000.0,2.0
3434,Mazgaon,1056,34000000.0,2.0
3435,Byculla,750,11500000.0,1.0
3436,Byculla,783,23500000.0,1.0
3437,Wadala,1640,30000000.0,2.0
3438,Agripada,3646,120000000.0,3.0
3439,Byculla,742,14500000.0,1.0
3440,Mira Road East,1070,8800000.0,2.0
3441,Mira Road East,700,6300000.0,1.0
3442,Mira Road East,700,6300000.0,1.0
3443,Mira Road East,1200,9700000.0,2.0
3444,Rabale,950,10000000.0,2.0
3445,Vikhroli,800,12500000.0,2.0
3446,Thane West,450,6500000.0,1.0
3447,other,700,10700000.0,2.0
3448,Ghatkopar West,1300,25500000.0,3.0
3449,Ghatkopar West,990,18700000.0,2.0
3452,Thane West,1083,13799999.999999998,2.0
3453,Thane West,927,11800000.0,2.0
3454,Thane West,669,8700000.0,1.0
3455,other,1200,3500000.0,2.0
3456,Thane West,1050,12000000.0,2.0
3457,Thane West,1200,15000000.0,2.0
3458,Thane West,1835,30000000.0,3.0
3459,Thane West,1600,17000000.0,3.0
3460,Thane West,2600,60000000.0,4.0
3461,Thane West,2000,30000000.0,3.0
3462,Thane West,900,12500000.0,2.0
3463,Thane West,1800,36000000.0,3.0
3464,Thane West,1200,15500000.0,2.0
3465,Thane West,1000,15900000.0,2.0
3466,Thane West,650,8800000.0,1.0
3467,Airoli,530,5500000.0,1.0
3468,Rabale,555,7000000.0,1.0
3469,Airoli,950,10000000.0,2.0
3470,Airoli,950,8500000.0,2.0
3471,Airoli,1000,8300000.0,2.0
3472,Airoli,950,9000000.0,2.0
3473,Airoli,950,10500000.0,2.0
3474,Mira Road East,573,9107000.0,2.0
3475,Mira Road East,396,6200000.0,1.0
3477,Badlapur West,350,2608000.0,1.0
3478,Badlapur West,360,2630000.0,1.0
3479,Badlapur West,501,3554999.9999999995,2.0
3480,Badlapur West,302,2283000.0,1.0
3481,Badlapur West,557,3853000.0,2.0
3482,Badlapur West,304,2373000.0,1.0
3483,Badlapur West,366,2644000.0,1.0
3485,Bhiwandi,850,3485000.0,2.0
3486,Mira Road East,1020,8500000.0,2.0
3487,Mira Road East,700,6100000.0,1.0
3488,Malad West,735,18300000.0,2.0
3489,Malad West,735,18300000.0,2.0
3490,Malad West,749,18700000.0,2.0
3491,Malad West,749,18700000.0,2.0
3492,Malad West,1037,25900000.0,3.0
3493,Malad West,1037,25900000.0,3.0
3494,Bhiwandi,375,1537000.0,1.0
3495,Mira Road East,1050,9400000.0,2.0
3496,Mira Road East,665,5800000.0,1.0
3497,Thane West,1150,23400000.0,3.0
3498,Thane West,808,16399999.999999998,2.0
3499,Thane West,450,8200000.0,1.0
3500,Thane West,1753,39600000.0,4.0
3501,Thane West,1324,26800000.0,3.0
3502,Thane West,598,11900000.0,2.0
3503,Thane West,991,20299999.999999996,3.0
3504,Thane West,663,13700000.000000002,2.0
3505,Thane West,761,15500000.0,2.0
3506,Thane West,944,19500000.0,3.0
3507,Thane West,632,13000000.0,2.0
3508,Dombivali East,850,4500000.0,2.0
3509,Dombivali,586,3300000.0,1.0
3510,Dombivali,598,3500000.0,1.0
3511,Dombivali,918,7100000.0,2.0
3512,Powai,1246,39700000.0,3.0
3513,Powai,622,22900000.0,2.0
3514,Powai,627,23100000.0,2.0
3515,Powai,1004,31900000.0,3.0
3516,Mulund West,572,15900000.0,2.0
3517,Mulund West,623,17300000.0,2.0
3518,Mulund West,975,25900000.0,3.0
3519,Mulund West,753,20900000.0,2.0
3520,Mira Road East,950,8000000.0,2.0
3521,Mira Road East,760,6000000.0,1.0
3522,Mira Road East,740,5700000.0,1.0
3523,Mira Road East,900,7998999.999999999,2.0
3524,Kharghar,1815,15800000.0,3.0
3525,Mulund West,950,21500000.0,2.0
3526,Kharghar,1275,11100000.000000002,2.0
3527,Panvel,875,5999000.0,2.0
3528,Panvel,579,3900000.0,1.0
3529,Dombivali,864,5210000.0,2.0
3530,Dombivali,1098,6320000.0,3.0
3531,Dombivali,594,3210000.0,1.0
3532,Dombivali,909,5010000.0,2.0
3533,Dombivali,501,3850000.0,1.0
3534,Dombivali East,380,2280000.0,1.0
3535,Dombivali East,365,2190000.0,1.0
3536,Dombivali East,530,3180000.0,1.0
3537,Dombivali East,520,3120000.0,1.0
3538,Dombivali East,340,2039999.9999999998,1.0
3539,Dombivali,510,3060000.0,1.0
3540,Dombivali East,365,2190000.0,1.0
3541,Dombivali East,530,3180000.0,1.0
3542,Dombivali East,520,3120000.0,1.0
3543,Dombivali East,340,2039999.9999999998,1.0
3544,Virar,890,4500000.0,1.0
3545,Virar,560,3200000.0,1.0
